"V1","V2","V3"
"Barrow","2012","Primary"
"Browerville","2012","Primary"
"Buckland","2012","Primary"
"Deering","2012","Primary"
"Kaktovik","2012","Primary"
"Kiana","2012","Primary"
"Kivalina","2012","Primary"
"Kobuk","2012","Primary"
"Kotzebue","2012","Primary"
"Noatak","2012","Primary"
"Noorvik","2012","Primary"
"Nuiqsut","2012","Primary"
"Point Hope","2012","Primary"
"Point Lay","2012","Primary"
"Selawik","2012","Primary"
"Shungnak","2012","Primary"
"Wainwright","2012","Primary"
"District 1 - Absentee","2012","Primary"
"District 2 - Absentee","2012","Primary"
"District 3 - Absentee","2012","Primary"
"District 4 - Absentee","2012","Primary"
"District 5 - Absentee","2012","Primary"
"District 6 - Absentee","2012","Primary"
"District 7 - Absentee","2012","Primary"
"District 8 - Absentee","2012","Primary"
"District 9 - Absentee","2012","Primary"
"District 10 - Absentee","2012","Primary"
"District 11 - Absentee","2012","Primary"
"District 12 - Absentee","2012","Primary"
"District 13 - Absentee","2012","Primary"
"District 14 - Absentee","2012","Primary"
"District 15 - Absentee","2012","Primary"
"District 16 - Absentee","2012","Primary"
"District 17 - Absentee","2012","Primary"
"District 18 - Absentee","2012","Primary"
"District 19 - Absentee","2012","Primary"
"District 20 - Absentee","2012","Primary"
"District 21 - Absentee","2012","Primary"
"District 22 - Absentee","2012","Primary"
"District 23 - Absentee","2012","Primary"
"District 24 - Absentee","2012","Primary"
"District 25 - Absentee","2012","Primary"
"District 26 - Absentee","2012","Primary"
"District 27 - Absentee","2012","Primary"
"District 28 - Absentee","2012","Primary"
"District 29 - Absentee","2012","Primary"
"District 30 - Absentee","2012","Primary"
"District 31 - Absentee","2012","Primary"
"District 32 - Absentee","2012","Primary"
"District 33 - Absentee","2012","Primary"
"District 34 - Absentee","2012","Primary"
"District 35 - Absentee","2012","Primary"
"District 36 - Absentee","2012","Primary"
"District 37 - Absentee","2012","Primary"
"District 38 - Absentee","2012","Primary"
"District 39 - Absentee","2012","Primary"
"District 40 - Absentee","2012","Primary"
"District 1 - Question","2012","Primary"
"District 2 - Question","2012","Primary"
"District 3 - Question","2012","Primary"
"District 4 - Question","2012","Primary"
"District 5 - Question","2012","Primary"
"District 6 - Question","2012","Primary"
"District 7 - Question","2012","Primary"
"District 8 - Question","2012","Primary"
"District 9 - Question","2012","Primary"
"District 10 - Question","2012","Primary"
"District 11 - Question","2012","Primary"
"District 12 - Question","2012","Primary"
"District 13 - Question","2012","Primary"
"District 14 - Question","2012","Primary"
"District 15 - Question","2012","Primary"
"District 16 - Question","2012","Primary"
"District 17 - Question","2012","Primary"
"District 18 - Question","2012","Primary"
"District 19 - Question","2012","Primary"
"District 20 - Question","2012","Primary"
"District 21 - Question","2012","Primary"
"District 22 - Question","2012","Primary"
"District 23 - Question","2012","Primary"
"District 24 - Question","2012","Primary"
"District 25 - Question","2012","Primary"
"District 26 - Question","2012","Primary"
"District 27 - Question","2012","Primary"
"District 28 - Question","2012","Primary"
"District 29 - Question","2012","Primary"
"District 30 - Question","2012","Primary"
"District 31 - Question","2012","Primary"
"District 32 - Question","2012","Primary"
"District 33 - Question","2012","Primary"
"District 34- Question","2012","Primary"
"District 35 - Question","2012","Primary"
"District 36 - Question","2012","Primary"
"District 37 - Question","2012","Primary"
"District 38 - Question","2012","Primary"
"District 39 - Question","2012","Primary"
"District 40 - Question","2012","Primary"
"District 1 - Early Voting","2012","Primary"
"District 2 - Early Voting","2012","Primary"
"District 3 - Early Voting","2012","Primary"
"District 4 - Early Voting","2012","Primary"
"District 5 - Early Voting","2012","Primary"
"District 6 - Early Voting","2012","Primary"
"District 7 - Early Voting","2012","Primary"
"District 8 - Early Voting","2012","Primary"
"District 9 - Early Voting","2012","Primary"
"District 10 - Early Voting","2012","Primary"
"District 11 - Early Voting","2012","Primary"
"District 12 - Early Voting","2012","Primary"
"District 13 - Early Voting","2012","Primary"
"District 14 - Early Voting","2012","Primary"
"District 15 - Early Voting","2012","Primary"
"District 16 - Early Voting","2012","Primary"
"District 17 - Early Voting","2012","Primary"
"District 18 - Early Voting","2012","Primary"
"District 19 - Early Voting","2012","Primary"
"District 20 - Early Voting","2012","Primary"
"District 21 - Early Voting","2012","Primary"
"District 22 - Early Voting","2012","Primary"
"District 23 - Early Voting","2012","Primary"
"District 24 - Early Voting","2012","Primary"
"District 25 - Early Voting","2012","Primary"
"District 26 - Early Voting","2012","Primary"
"District 27 - Early Voting","2012","Primary"
"District 28 - Early Voting","2012","Primary"
"District 29 - Early Voting","2012","Primary"
"District 30 - Early Voting","2012","Primary"
"District 31 - Early Voting","2012","Primary"
"District 32 - Early Voting","2012","Primary"
"District 33 - Early Voting","2012","Primary"
"District 34 - Early Voting","2012","Primary"
"District 35 - Early Voting","2012","Primary"
"District 36 - Early Voting","2012","Primary"
"District 37 - Early Voting","2012","Primary"
"District 38 - Early Voting","2012","Primary"
"District 39 - Early Voting","2012","Primary"
"District 40 - Early Voting","2012","Primary"
"Aurora","2014","Primary"
"Fairbanks No. 1","2014","Primary"
"Fairbanks No. 2","2014","Primary"
"Fairbanks No. 3","2014","Primary"
"Fairbanks No. 4","2014","Primary"
"Fairbanks No. 5","2014","Primary"
"Fairbanks No. 6","2014","Primary"
"Fairbanks No. 7","2014","Primary"
"Fairbanks No. 10","2014","Primary"
"Badger No. 2","2014","Primary"
"Fairbanks No. 8","2014","Primary"
"Fairbanks No. 9","2014","Primary"
"Fort Wainwright","2014","Primary"
"Badger No. 1","2014","Primary"
"Chena Lakes","2014","Primary"
"Newby","2014","Primary"
"North Pole","2014","Primary"
"Plack","2014","Primary"
"Ester","2014","Primary"
"Farmers Loop","2014","Primary"
"Goldstream No. 1","2014","Primary"
"Goldstream No. 2","2014","Primary"
NA,"2014","Primary"
"Steese West","2014","Primary"
"University Hills","2014","Primary"
"Airport","2014","Primary"
"Chena","2014","Primary"
"Geist","2014","Primary"
"Lakeview","2014","Primary"
"Pike","2014","Primary"
"Richardson","2014","Primary"
"Shanly","2014","Primary"
"University Campus","2014","Primary"
"University West","2014","Primary"
"Anderson","2014","Primary"
"Arctic Village","2014","Primary"
"Beaver","2014","Primary"
"Cantwell","2014","Primary"
"Central","2014","Primary"
"Chistochina","2014","Primary"
"Circle","2014","Primary"
"Clear","2014","Primary"
"Copper Center","2014","Primary"
"Denali Park","2014","Primary"
"Dot Lake","2014","Primary"
"Eagle","2014","Primary"
"Fort Yukon","2014","Primary"
"Gakona","2014","Primary"
"Healy","2014","Primary"
"Kenny Lake","2014","Primary"
"Manley Hot Springs","2014","Primary"
"Mentasta","2014","Primary"
"Minto","2014","Primary"
"Nenana","2014","Primary"
"Northway","2014","Primary"
"Stevens Village","2014","Primary"
"Tanacross","2014","Primary"
"Tanana","2014","Primary"
"Tetlin","2014","Primary"
"Tok","2014","Primary"
"Venetie","2014","Primary"
"Eielson","2014","Primary"
"Fox","2014","Primary"
"Moose Creek","2014","Primary"
"Salcha","2014","Primary"
"Two Rivers","2014","Primary"
"Pioneer Peak","2014","Primary"
"Schrock","2014","Primary"
"Wasilla Lake","2014","Primary"
"Wasilla No. 1","2014","Primary"
"Wasilla No. 2","2014","Primary"
"Meadow Lakes No. 1","2014","Primary"
"Meadow Lakes No. 2","2014","Primary"
"Big Lake","2014","Primary"
"Big Delta","2014","Primary"
"Delta Junction","2014","Primary"
"Farm Loop","2014","Primary"
"Fishhook","2014","Primary"
"Glennallen","2014","Primary"
"Sheep Mountain","2014","Primary"
"Sutton","2014","Primary"
"Valdez No. 1","2014","Primary"
"Valdez No. 2","2014","Primary"
"Valdez No. 3","2014","Primary"
"Whittier","2014","Primary"
"Kings Lake","2014","Primary"
"Houston","2014","Primary"
"Susitna","2014","Primary"
"Talkeetna","2014","Primary"
"Trapper Creek","2014","Primary"
"Willow","2014","Primary"
"Greater Palmer","2014","Primary"
"Mat-Su Campus","2014","Primary"
"Trunk","2014","Primary"
"Seward Meridian","2014","Primary"
"Springer Loop","2014","Primary"
"Lazy Mountain","2014","Primary"
"Snowshoe","2014","Primary"
"Butte","2014","Primary"
"Eklutna","2014","Primary"
"Peters Creek No. 1","2014","Primary"
"Peters Creek No. 2","2014","Primary"
"Fire Lake","2014","Primary"
"Chugach Park No. 1","2014","Primary"
"Centennial Park","2014","Primary"
"Meadow Creek No. 1","2014","Primary"
"Meadow Creek No. 2","2014","Primary"
"Eagle River No. 1","2014","Primary"
"Eagle River No. 2","2014","Primary"
"Chugach Park No. 2","2014","Primary"
"Hiland","2014","Primary"
"Creekside Park","2014","Primary"
"Muldoon No. 1","2014","Primary"
"Muldoon No. 2","2014","Primary"
"North Muldoon","2014","Primary"
"Russian Jack","2014","Primary"
"Nunaka Valley","2014","Primary"
"Northeast Anchorage","2014","Primary"
"College Gate","2014","Primary"
"Chester Valley","2014","Primary"
"Reflection Lake","2014","Primary"
"Wonder Park","2014","Primary"
"Rogers Park","2014","Primary"
"University No. 1","2014","Primary"
"University No. 2","2014","Primary"
"Far North Bicentennial","2014","Primary"
"East Anchorage","2014","Primary"
"Midtown No. 1","2014","Primary"
"Midtown No. 2","2014","Primary"
"Airport Heights No. 1","2014","Primary"
"Airport Heights No. 2","2014","Primary"
"Merrill Field","2014","Primary"
"Fairview","2014","Primary"
"Turnagain No. 1","2014","Primary"
"Sand Lake No. 1","2014","Primary"
"Sand Lake No. 2","2014","Primary"
"Sand Lake No. 3","2014","Primary"
"Lake Spenard","2014","Primary"
"Lake Hood","2014","Primary"
"Turnagain No. 2","2014","Primary"
"Turnagain No. 3","2014","Primary"
"Dimond No. 1","2014","Primary"
"Kincaid","2014","Primary"
"Jewel Lake No. 1","2014","Primary"
"Jewel Lake No. 2","2014","Primary"
"Campbell Lake","2014","Primary"
"Northwood","2014","Primary"
"Arctic","2014","Primary"
"Midtown No. 3","2014","Primary"
"Taku","2014","Primary"
"Campbell Creek No. 1","2014","Primary"
"Campbell Creek No. 2","2014","Primary"
"Campbell Creek No. 3","2014","Primary"
"Dimond No. 2","2014","Primary"
"Huffman No. 1","2014","Primary"
"Huffman No. 2","2014","Primary"
"Southport","2014","Primary"
"Bayshore","2014","Primary"
"Lore No. 1","2014","Primary"
"Lore No. 2","2014","Primary"
"Independence Park No. 1","2014","Primary"
"Huffman No. 3","2014","Primary"
"Huffman No. 4","2014","Primary"
"Independence Park No. 2","2014","Primary"
"Cheney Lake","2014","Primary"
"Muldoon No. 3","2014","Primary"
"Muldoon No. 4","2014","Primary"
"Scenic Park","2014","Primary"
"Baxter","2014","Primary"
"Stuckagain Heights","2014","Primary"
"Huffman No. 6","2014","Primary"
"Huffman No. 7","2014","Primary"
"Bear Valley","2014","Primary"
"Indian","2014","Primary"
"Girdwood","2014","Primary"
"Golden View","2014","Primary"
"Bear Creek","2014","Primary"
"Cooper Landing","2014","Primary"
"Hope","2014","Primary"
"Mackey Lake","2014","Primary"
"Moose Pass","2014","Primary"
"Nikiski","2014","Primary"
"K-Beach","2014","Primary"
"Kenai No. 1","2014","Primary"
"Kenai No. 2","2014","Primary"
"Kenai No. 3","2014","Primary"
"Soldotna","2014","Primary"
"Anchor Point","2014","Primary"
"Diamond Ridge","2014","Primary"
"Homer No. 1","2014","Primary"
"Homer No. 2","2014","Primary"
"Kasilof","2014","Primary"
"Ninilchik","2014","Primary"
"Chiniak","2014","Primary"
"Cordova","2014","Primary"
"Flats","2014","Primary"
"Kodiak Island South","2014","Primary"
"Kodiak No. 1","2014","Primary"
"Kodiak No. 2","2014","Primary"
"Mission Road","2014","Primary"
"Old Harbor","2014","Primary"
"Ouzinkie","2014","Primary"
"Port Lions","2014","Primary"
"Tatitlek","2014","Primary"
"Tyonek","2014","Primary"
"Yakutat","2014","Primary"
"Douglas","2014","Primary"
"Gustavus","2014","Primary"
"Juneau No. 1","2014","Primary"
"Juneau No. 2","2014","Primary"
"Juneau No. 3","2014","Primary"
"Lemon Creek","2014","Primary"
"North Douglas","2014","Primary"
"Skagway","2014","Primary"
"Haines No. 1","2014","Primary"
"Klukwan","2014","Primary"
"Lynn Canal","2014","Primary"
"Mendenhall Valley No. 1","2014","Primary"
"Mendenhall Valley No. 2","2014","Primary"
"Mendenhall Valley No. 3","2014","Primary"
"Mendenhall Valley No. 4","2014","Primary"
"Angoon","2014","Primary"
"Craig","2014","Primary"
"Hoonah","2014","Primary"
"Kake","2014","Primary"
"Kasaan","2014","Primary"
"Klawock","2014","Primary"
"Port Alexander","2014","Primary"
"Sitka No. 1","2014","Primary"
"Sitka No. 2","2014","Primary"
"Thorne Bay","2014","Primary"
"Ketchikan No. 1","2014","Primary"
"Ketchikan No. 2","2014","Primary"
"Ketchikan No. 3","2014","Primary"
"North Tongass No. 1","2014","Primary"
"North Tongass No. 2","2014","Primary"
"Saxman","2014","Primary"
"South Tongass","2014","Primary"
"Hydaburg","2014","Primary"
"Metlakatla","2014","Primary"
"Wrangell","2014","Primary"
"Anvik","2014","Primary"
"Grayling","2014","Primary"
"Holy Cross","2014","Primary"
"McGrath","2014","Primary"
"Nikolai","2014","Primary"
"Shageluk","2014","Primary"
"Takotna","2014","Primary"
"Akutan","2014","Primary"
"Aleknagik","2014","Primary"
"Aleutians No. 1","2014","Primary"
"Aleutians No. 2","2014","Primary"
"Cold Bay","2014","Primary"
"Dillingham","2014","Primary"
"Ekwok","2014","Primary"
"King Cove","2014","Primary"
"King Salmon","2014","Primary"
"Koliganek","2014","Primary"
"Levelock","2014","Primary"
"Manokotak","2014","Primary"
"Naknek","2014","Primary"
"New Stuyahok","2014","Primary"
"Nondalton","2014","Primary"
"Pedro Bay","2014","Primary"
"Port Heiden","2014","Primary"
"Sand Point","2014","Primary"
"Sleetmute","2014","Primary"
"South Naknek","2014","Primary"
"St. George Island","2014","Primary"
"St. Paul Island","2014","Primary"
"Togiak","2014","Primary"
"Akiachak","2014","Primary"
"Akiak","2014","Primary"
"Aniak","2014","Primary"
"Atmautluak","2014","Primary"
"Bethel No. 1","2014","Primary"
"Bethel No. 2","2014","Primary"
"Chefornak","2014","Primary"
"Chuathbaluk","2014","Primary"
"Crooked Creek","2014","Primary"
"Eek","2014","Primary"
"Goodnews Bay","2014","Primary"
"Kasigluk","2014","Primary"
"Kipnuk","2014","Primary"
"Kongiganak","2014","Primary"
"Kwethluk","2014","Primary"
"Kwigillingok","2014","Primary"
"Lower Kalskag","2014","Primary"
"Marshall","2014","Primary"
"Mekoryuk","2014","Primary"
"Napakiak","2014","Primary"
"Napaskiak","2014","Primary"
"Newtok","2014","Primary"
"Nightmute","2014","Primary"
"Nunapitchuk","2014","Primary"
"Quinhagak","2014","Primary"
"Russian Mission","2014","Primary"
"Toksook Bay","2014","Primary"
"Tuluksak","2014","Primary"
"Tuntutuliak","2014","Primary"
"Tununak","2014","Primary"
"Galena","2014","Primary"
"Huslia","2014","Primary"
"Kaltag","2014","Primary"
"Koyukuk","2014","Primary"
"Nulato","2014","Primary"
"Ruby","2014","Primary"
"Alakanuk","2014","Primary"
"Brevig Mission","2014","Primary"
"Chevak","2014","Primary"
"Diomede","2014","Primary"
"Elim","2014","Primary"
"Emmonak","2014","Primary"
"Gambell","2014","Primary"
"Golovin","2014","Primary"
"Hooper Bay","2014","Primary"
"Kotlik","2014","Primary"
"Koyuk","2014","Primary"
"Mountain Village","2014","Primary"
"Nome No. 1","2014","Primary"
"Nome No. 2","2014","Primary"
"Nunam Iqua","2014","Primary"
"Pilot Station","2014","Primary"
